,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,"Bryce Canyon National Park}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {}",
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,"Doe}.

What is the name of the first woman to win a Nobel Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
291,What is the name of the instrument used to measure wind speed?,Anemometer,"Anemometer}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets",
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,"Packard}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
293,Who designed Central Park in New York City?,Frederick Law Olmstead,"Frederick Law Olmsted}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the",
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,"currency}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key",
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,"Emily Bronte}.

What is the name of the first woman to win a Nobel Prize in Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first woman to win a Nobel Prize in Chemistry?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first woman to win a Nobel",
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,"Yorkshire Terrier}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
297,What was author George Eliot's real name?,Mary Ann Evans,"Mary Ann Evans}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
298,In what geological period did birds evolve?,Jurassic,"Cretaceous}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets",
299,Polo consists of 8 periods called what?,Chukkers,"chukkers}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
300,With which band was David Johansen the lead singer?,The New York Dolls,"The New York Dolls}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
301,What does a philomath have a love for?,Learning,"knowledge}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What",
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,"And to Think That I Saw It on Mulberry Street}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
303,What was the name of George of the Jungle's pet elephant?,Shep,"George}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
304,What word means the form of something in the form of a spiral or coil?,Helix,"Helical}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
305,What do you call a verb that does not take a direct object?,Intransitive,"Intransitive verb}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {12}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
