,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
280,Which Egyptian god was often represented as a falcon?,Horus,"Ra}.

What is the name of the largest of the Hawaiian Islands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hawaii}.

What is the name of the largest of the Hawaiian Islands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hawaii}.

What is the name of the largest of the Hawaiian Islands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hawaii",
281,What is U2 singer Bono's real name?,Paul Hewson,"Paul David Hewson}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
282,In which city does the Cotton Bowl take place?,Dallas,"Dallas}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
283,What is the capital of Australia?,Canberra,"Canberra}.

What is the capital of the United States of America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is",
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,"Covenant}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,"Tenochtitlan}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in",
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,"Primogeniture}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible,",
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,"John Marshall Harlan II}.

What is the name of the first and only U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the first and only U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the first and only U.S",
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,"Charlemagne}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,"Arches}.

What is the name of the man who was the first to discover the existence of the element uranium?
Answer in as few words as possible, wrapping the key part in {} brackets: {Behrmann}.

What is the name of the man who was the first to discover the existence of the element uranium?
Answer in as few words as possible, wrapping the key part in {} brackets: {Behrmann}.

What is the name of the man who was the",
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,"Capone}.

What is the name of the man who is the main character in the movie ""The Shawshank Redemption""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andy Dufresne}.

What is the name of the man who is the main character in the movie ""The Shawshank Redemption""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andy Dufresne}.

What is the name of the",
291,What is the name of the instrument used to measure wind speed?,Anemometer,"anemometer}.

What is the name of the instrument used to measure wind speed?
Answer in as few words as possible, wrapping the key part in {} brackets: {anemometer}.

What is the name of the instrument used to measure wind speed?
Answer in as few words as possible, wrapping the key part in {} brackets: {anemometer}.

What is the name of the instrument used to measure wind speed?
Answer in as few words as possible, wrapping",
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,"Spector}.

What is the name of the first U.S. President to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Johnson}.

What is the name of the first U.S. President to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Johnson}.

What is the name of the first U.S. President to be impeached?
",
293,Who designed Central Park in New York City?,Frederick Law Olmstead,"Fredrick Law Olmsted}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as",
