,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
293,Who designed Central Park in New York City?,Frederick Law Olmstead,"Frederick Law Olmsted}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian Sea}.

What is the name of the largest desert in",
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,"currency}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few words",
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,"Anne Bronte}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,"A Basenji}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Pacific Ocean}.

What is the name of the largest continent in the world?
",
297,What was author George Eliot's real name?,Mary Ann Evans,"Mary Ann Evans}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
298,In what geological period did birds evolve?,Jurassic,"Cretaceous}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
299,Polo consists of 8 periods called what?,Chukkers,"chukkas}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
300,With which band was David Johansen the lead singer?,The New York Dolls,"New York Dolls}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
An",
301,What does a philomath have a love for?,Learning,"Philomaths} have a love for {knowledge}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical",
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,"And to Think That I Saw It on Mulberry Street}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book",
303,What was the name of George of the Jungle's pet elephant?,Shep,"Ape}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Fellow",
304,What word means the form of something in the form of a spiral or coil?,Helix,"Helix}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
An",
305,What do you call a verb that does not take a direct object?,Intransitive,"intransitive verb}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,"Anderson}.

What is the name of the first American to win the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What is the name of the first American to win the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What",
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,"Sirius}.

What is the name of the largest planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
Answer",
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,"Barnard}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the",
309,What mythical creature did Perseus kill?,Medusa,"Medusa}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,"Alexander Pushkin}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer",
