,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,"Taylor}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President",
293,Who designed Central Park in New York City?,Frederick Law Olmstead,"Frederick Law Olmsted}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.",
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,"medicine}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,"Emily}.

What is the name of the 1980s American sitcom about a family of five?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the name of the 1980s American sitcom about a family of five?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the name",
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,"Yorkshire Terrier}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
297,What was author George Eliot's real name?,Mary Ann Evans,"George Eliot}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
298,In what geological period did birds evolve?,Jurassic,"Jurassic}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
299,Polo consists of 8 periods called what?,Chukkers,"Polo periods}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
300,With which band was David Johansen the lead singer?,The New York Dolls,"Metallica}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
301,What does a philomath have a love for?,Learning,"philosophy}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,"The Cat in the Hat}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O",
303,What was the name of George of the Jungle's pet elephant?,Shep,"Bambi}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
304,What word means the form of something in the form of a spiral or coil?,Helix,"spiral}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
305,What do you call a verb that does not take a direct object?,Intransitive,"intransitive}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,"George H.W. Bush}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first President of the United",
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,"Sirius}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping",
