,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
281,What is U2 singer Bono's real name?,Paul Hewson,"Paul David Hewson}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Horoe}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Horoe}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part",
282,In which city does the Cotton Bowl take place?,Dallas,"Dallas, Texas}.

What is the name of the first American to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jesse Owens}.

What is the name of the first American to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jesse Owens}.

What is the name of the first American to win a gold medal in the Olympics?",
283,What is the capital of Australia?,Canberra,"Canberra}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ottawa}.

What is the",
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,"A secret agreement or pact (as between lovers)}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible",
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,"Tenochtitlan}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part",
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,"patrilineal}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Buzz Aldrin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,"William Rehnquist}.

What is the name of the 1990s American sitcom starring Kelsey Grammer as a doctor who is a patient at a hospital?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cheers}.

What is the name of the 1990s American sitcom starring Kelsey Grammer as a doctor who is a patient at a hospital?
Answer in as few words as possible, wrapping the key part in {}",
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,"Charlemagne}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?",
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,"Bryce Canyon}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,"John Dillinger}.

What is the name of the 1990s American sitcom that starred John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1990s American sitcom that starred John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 19",
291,What is the name of the instrument used to measure wind speed?,Anemometer,"Anemometer}.

What is the name of the instrument used to measure wind direction?
Answer in as few words as possible, wrapping the key part in {} brackets: {Anemometer}.

What is the name of the instrument used to measure air pressure?
Answer in as few words as possible, wrapping the key part in {} brackets: {Barometer}.

What is the name of the instrument used to measure the temperature of the air?
Answer in as few words as possible",
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,"Garland}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping",
293,Who designed Central Park in New York City?,Frederick Law Olmstead,"Frederick Law Olmsted}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the",
